=== softmax trace+probe run_id=vepscii4 train_id=3ilw1l9s ===


########################################
# CHECKPOINT EPISODE 0
########################################
[t=000 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=036 ep=00] state={"_env_class": "TMaze", "position": 9, "last_position": 9, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[11:0.2283, 12:0.2092, 10:0.1787, 13:0.1430, 9:0.1166, 8:0.0628, 7:0.0293, 14:0.0141]
[t=037 ep=00] state={"_env_class": "TMaze", "position": 8, "last_position": 9, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[10:0.2177, 11:0.2096, 9:0.1667, 12:0.1539, 8:0.1068, 7:0.0569, 13:0.0368, 6:0.0263]
[t=038 ep=00] state={"_env_class": "TMaze", "position": 8, "last_position": 8, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[10:0.2083, 9:0.2071, 11:0.1626, 8:0.1553, 7:0.0978, 12:0.0571, 6:0.0515, 5:0.0236]
[t=039 ep=00] state={"_env_class": "TMaze", "position": 7, "last_position": 8, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[9:0.2055, 8:0.1965, 10:0.1695, 7:0.1444, 6:0.0895, 11:0.0752, 5:0.0467, 12:0.0299]
[t=040 ep=00] state={"_env_class": "TMaze", "position": 6, "last_position": 7, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[8:0.2017, 7:0.1861, 9:0.1745, 6:0.1341, 10:0.0912, 5:0.0819, 4:0.0422, 11:0.0415]
[t=041 ep=00] state={"_env_class": "TMaze", "position": 5, "last_position": 6, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[7:0.1972, 8:0.1782, 6:0.1760, 5:0.1245, 9:0.1053, 4:0.0749, 10:0.0532, 3:0.0382]
[t=042 ep=00] state={"_env_class": "TMaze", "position": 4, "last_position": 5, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[6:0.1925, 7:0.1810, 5:0.1668, 8:0.1179, 4:0.1159, 3:0.0687, 9:0.0650, 2:0.0347]
[t=043 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 4, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[5:0.1886, 6:0.1838, 4:0.1588, 7:0.1296, 3:0.1085, 8:0.0771, 2:0.0635, 9:0.0364]
[t=044 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[5:0.1881, 4:0.1866, 3:0.1531, 6:0.1418, 2:0.1029, 7:0.0901, 1:0.0587, 8:0.0464]
[t=045 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.1960, 3:0.1884, 5:0.1564, 2:0.1509, 6:0.1054, 1:0.0982, 7:0.0585, 8:0.0282]
[t=046 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=047 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=048 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=049 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=050 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=051 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=052 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=053 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=054 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=055 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8947, 1:0.1053, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=056 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8148, 1:0.1402, 3:0.0450, 0:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=057 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.8022, 2:0.1439, 3:0.0514, 4:0.0026, 0:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=058 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=059 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=060 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=061 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=062 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=063 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=064 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=065 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.9474, 2:0.0526, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=066 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=067 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=068 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.9474, 2:0.0526, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=069 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=070 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=071 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=072 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=073 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=074 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.9474, 2:0.0526, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=075 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8508, 1:0.1022, 3:0.0470, 0:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=076 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.7772, 1:0.1352, 3:0.0852, 4:0.0024, 0:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=077 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.6738, 2:0.1983, 4:0.0732, 1:0.0527, 5:0.0020, 0:0.0000, 6:0.0000, 7:0.0000]
[t=078 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.6216, 2:0.2153, 4:0.0999, 1:0.0575, 5:0.0055, 6:0.0001, 0:0.0000, 7:0.0000]
[t=079 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.5402, 3:0.2509, 2:0.1018, 5:0.0857, 1:0.0166, 6:0.0047, 7:0.0001, 0:0.0000]
[t=080 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.5034, 3:0.2581, 2:0.1051, 5:0.1045, 1:0.0200, 6:0.0085, 7:0.0003, 8:0.0000]
[t=081 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.4669, 2:0.2349, 4:0.1547, 1:0.0929, 5:0.0436, 6:0.0065, 7:0.0005, 8:0.0000]
[t=082 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.4615, 1:0.2269, 3:0.2062, 4:0.0824, 5:0.0191, 6:0.0035, 7:0.0004, 8:0.0000]
[t=083 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=084 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=085 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=086 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.8947, 1:0.1053, 0:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=087 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.7646, 2:0.1799, 1:0.0556, 0:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=088 ep=00] state={"_env_class": "TMaze", "position": 4, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=0(RIGHT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[4:0.6517, 3:0.2300, 2:0.1037, 1:0.0146, 0:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=089 ep=00] state={"_env_class": "TMaze", "position": 3, "last_position": 4, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[3:0.5894, 2:0.2092, 1:0.0908, 4:0.0776, 5:0.0330, 0:0.0000, 6:0.0000, 7:0.0000]
[t=090 ep=00] state={"_env_class": "TMaze", "position": 2, "last_position": 3, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[2:0.5705, 1:0.2025, 3:0.1467, 4:0.0707, 5:0.0078, 6:0.0018, 0:0.0000, 7:0.0000]
[t=091 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 2, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:0.6102, 2:0.2318, 3:0.1248, 4:0.0254, 5:0.0070, 6:0.0007, 7:0.0001, 0:0.0000]
[t=092 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=093 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=094 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=095 ep=00] state={"_env_class": "TMaze", "position": 1, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=2 vec=[0.0, 0.0, 1.0, 0.0] | belief=dim=106 top=[1:1.0000, 0:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=096 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 1, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=+0.0000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=097 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=098 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=2(LEFT)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
[t=099 ep=00] state={"_env_class": "TMaze", "position": 0, "last_position": 0, "goal_up": true, "length": 50, "stochasticity": 0.2} | a=1(UP)[greedy] | r=-0.1000 done=False | obs=argmax=0 vec=[1.0, 0.0, 0.0, 0.0] | belief=dim=106 top=[0:1.0000, 1:0.0000, 2:0.0000, 3:0.0000, 4:0.0000, 5:0.0000, 6:0.0000, 7:0.0000]
